trade_id,entry_time,exit_time,symbol,direction,entry_price,exit_price,lots,sl_price,tp_price,entry_spread,exit_spread,pnl_cash,pnl_pct,exit_reason,duration_minutes,equity_after
87,2025-10-13 16:42:00+00:00,2025-10-13 22:21:00+00:00,BTCUSD.x,SELL,114541.18,115573.15007999999,0.01,115573.13007999999,112477.27983999999,75.0,75.01,-10.31970079999999,-0.10426599836191196,STOP_LOSS,339.0,9897.474691778087
88,2025-10-13 22:21:00+00:00,2025-10-14 04:47:00+00:00,BTCUSD.x,BUY,115395.23,114356.3553,0.01,114356.3753,117472.9394,75.01,76.77,-10.388747000000004,-0.1050739020377068,STOP_LOSS,386.0,9887.085944778086
89,2025-10-14 04:50:00+00:00,2025-10-14 06:02:00+00:00,BTCUSD.x,BUY,114348.06,113319.08592999999,0.01,113319.10592999999,116405.96814,75.0,75.0,-10.289740700000111,-0.10418095592325295,STOP_LOSS,72.0,9876.796204078086
90,2025-10-14 06:07:00+00:00,2025-10-14 08:41:00+00:00,BTCUSD.x,BUY,113290.1,112271.17614,0.01,112271.19614,115327.90772,75.01,75.0,-10.189238600000099,-0.10326993500046021,STOP_LOSS,154.0,9866.606965478086
91,2025-10-14 08:56:00+00:00,2025-10-14 09:47:00+00:00,BTCUSD.x,BUY,112517.6,111506.7882,0.01,111506.8082,114539.1836,76.3,75.0,-10.108118000000104,-0.10255282485612423,STOP_LOSS,51.0,9856.498847478086
92,2025-10-14 09:51:00+00:00,2025-10-14 14:09:00+00:00,BTCUSD.x,SELL,111624.93,111130.20832,0.01,111130.18832,109616.9328,75.0,76.10000000000001,4.947216799999878,0.05016725506333784,STOP_LOSS,258.0,9861.446064278085
93,2025-10-14 14:23:00+00:00,2025-10-14 16:13:00+00:00,BTCUSD.x,BUY,111423.12,110420.65624,0.01,110420.67624,113428.00752,75.87,77.67,-10.024637599999988,-0.10175828609720039,STOP_LOSS,110.0,9851.421426678085
94,2025-10-14 16:35:00+00:00,2025-10-14 17:13:00+00:00,BTCUSD.x,SELL,110417.18,111410.54458,0.01,111410.52458,108430.49084,76.21000000000001,75.0,-9.933645800000086,-0.10093642365030481,STOP_LOSS,38.0,9841.487780878086
95,2025-10-14 17:22:00+00:00,2025-10-14 20:00:00+00:00,BTCUSD.x,BUY,111838.09,111913.07999999999,0.01,111913.09999999999,113848.0168,75.01,75.01,0.7498999999999069,0.007619202302509358,STOP_LOSS,158.0,9842.237680878086
96,2025-10-14 20:01:00+00:00,2025-10-14 22:41:00+00:00,BTCUSD.x,BUY,111974.11,112236.141272,0.01,112236.161272,113982.50788,75.01,75.01,2.620312719999929,0.026616054002037065,STOP_LOSS,160.0,9844.857993598087
97,2025-10-14 23:01:00+00:00,2025-10-15 07:02:00+00:00,BTCUSD.x,BUY,112711.62000000001,111697.69780000001,0.01,111697.71780000001,114739.4244,76.8,75.01,-10.139222000000009,-0.10309620676984992,STOP_LOSS,481.0,9834.718771598087
98,2025-10-16 07:03:00+00:00,2025-10-16 12:44:00+00:00,BTCUSD.x,SELL,111331.68,110575.7862,0.01,110575.7662,109326.453,75.07000000000001,75.0,7.558937999999907,0.07680069820249544,STOP_LOSS,341.0,9842.277709598087
99,2025-10-16 12:55:00+00:00,2025-10-16 17:11:00+00:00,BTCUSD.x,BUY,111150.54000000001,110150.9719,0.01,110150.99190000001,113149.63620000001,75.0,76.08,-9.99568100000004,-0.10166186212851394,STOP_LOSS,256.0,9832.282028598087
100,2025-10-16 17:11:00+00:00,2025-10-16 18:41:00+00:00,BTCUSD.x,BUY,110370.5,109379.1903,0.01,109379.2103,112353.0794,76.08,75.0,-9.91309699999998,-0.10092368825721894,STOP_LOSS,90.0,9822.368931598086
101,2025-10-16 18:46:00+00:00,2025-10-16 19:19:00+00:00,BTCUSD.x,BUY,109018.63,108040.66919,0.01,108040.68919,110974.51162,75.0,75.0,-9.779608100000042,-0.09966388868003406,STOP_LOSS,33.0,9812.589323498087
102,2025-10-16 19:19:00+00:00,2025-10-16 20:11:00+00:00,BTCUSD.x,BUY,108170.6,108245.58,0.01,108245.6,110114.20850000001,75.0,76.99,0.7497999999999593,0.007640620491801406,STOP_LOSS,52.0,9813.339123498086
103,2025-10-16 20:12:00+00:00,2025-10-17 00:33:00+00:00,BTCUSD.x,SELL,108290.56999999999,108215.58,0.01,108215.56,106341.75103999999,75.01,75.01,0.7498999999999069,0.007641055611013972,STOP_LOSS,261.0,9814.089023498087
104,2025-10-17 00:49:00+00:00,2025-10-17 10:08:00+00:00,BTCUSD.x,SELL,108302.76,106353.72107999999,0.01,107502.383352,106353.72107999999,76.7,75.0,19.490389200000063,0.198202387777864,TAKE_PROFIT,559.0,9833.579412698087
